timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1778744113694,25,HTTP Request,200,,Baseline 1-18,text,true,,265,122,20,20,http://localhost:8080/health,25,0,0
1778744113694,25,HTTP Request,200,,Baseline 1-1,text,true,,265,122,20,20,http://localhost:8080/health,25,0,0
1778744113694,29,HTTP Request,200,,Baseline 1-4,text,true,,265,122,20,20,http://localhost:8080/health,29,0,0
1778744113694,29,HTTP Request,200,,Baseline 1-10,text,true,,265,122,20,20,http://localhost:8080/health,29,0,0
1778744113694,29,HTTP Request,200,,Baseline 1-20,text,true,,265,122,20,20,http://localhost:8080/health,29,0,0
1778744113694,29,HTTP Request,200,,Baseline 1-14,text,true,,265,122,20,20,http://localhost:8080/health,29,0,0
1778744113694,29,HTTP Request,200,,Baseline 1-8,text,true,,265,122,20,20,http://localhost:8080/health,29,0,0
1778744113696,27,HTTP Request,200,,Baseline 1-19,text,true,,265,122,20,20,http://localhost:8080/health,27,0,0
1778744113696,27,HTTP Request,200,,Baseline 1-13,text,true,,265,122,20,20,http://localhost:8080/health,27,0,0
1778744113694,29,HTTP Request,200,,Baseline 1-2,text,true,,265,122,20,20,http://localhost:8080/health,29,0,0
1778744113695,28,HTTP Request,200,,Baseline 1-16,text,true,,265,122,20,20,http://localhost:8080/health,28,0,0
1778744113696,27,HTTP Request,200,,Baseline 1-12,text,true,,265,122,20,20,http://localhost:8080/health,27,0,0
1778744113694,29,HTTP Request,200,,Baseline 1-15,text,true,,265,122,20,20,http://localhost:8080/health,29,0,0
1778744113694,29,HTTP Request,200,,Baseline 1-3,text,true,,265,122,20,20,http://localhost:8080/health,29,0,0
1778744113694,29,HTTP Request,200,,Baseline 1-5,text,true,,265,122,20,20,http://localhost:8080/health,29,0,0
1778744114315,29,HTTP Request,200,,Baseline 1-6,text,true,,265,122,20,20,http://localhost:8080/health,29,0,0
1778744114311,33,HTTP Request,200,,Baseline 1-9,text,true,,265,122,20,20,http://localhost:8080/health,33,0,0
1778744114315,29,HTTP Request,200,,Baseline 1-7,text,true,,265,122,20,20,http://localhost:8080/health,29,0,0
1778744114718,23,HTTP Request,200,,Baseline 1-17,text,true,,265,122,20,20,http://localhost:8080/health,23,0,0
1778744114720,20,HTTP Request,200,,Baseline 1-1,text,true,,265,122,20,20,http://localhost:8080/health,20,0,0
1778744114724,17,HTTP Request,200,,Baseline 1-8,text,true,,265,122,20,20,http://localhost:8080/health,17,0,0
1778744114723,18,HTTP Request,200,,Baseline 1-10,text,true,,265,122,20,20,http://localhost:8080/health,18,0,0
1778744114723,18,HTTP Request,200,,Baseline 1-15,text,true,,265,122,20,20,http://localhost:8080/health,18,0,0
1778744114720,23,HTTP Request,200,,Baseline 1-11,text,true,,265,122,20,20,http://localhost:8080/health,23,0,0
1778744114723,20,HTTP Request,200,,Baseline 1-12,text,true,,265,122,20,20,http://localhost:8080/health,20,0,0
1778744114723,20,HTTP Request,200,,Baseline 1-16,text,true,,265,122,20,20,http://localhost:8080/health,20,0,0
1778744114724,19,HTTP Request,200,,Baseline 1-19,text,true,,265,122,20,20,http://localhost:8080/health,19,0,0
1778744114724,19,HTTP Request,200,,Baseline 1-13,text,true,,265,122,20,20,http://localhost:8080/health,19,0,0
1778744114724,19,HTTP Request,200,,Baseline 1-4,text,true,,265,122,20,20,http://localhost:8080/health,19,0,0
1778744114720,23,HTTP Request,200,,Baseline 1-18,text,true,,265,122,20,20,http://localhost:8080/health,23,0,1
1778744114724,19,HTTP Request,200,,Baseline 1-14,text,true,,265,122,20,20,http://localhost:8080/health,19,0,0
1778744114724,21,HTTP Request,200,,Baseline 1-20,text,true,,265,122,20,20,http://localhost:8080/health,21,0,0
1778744114723,22,HTTP Request,200,,Baseline 1-2,text,true,,265,122,20,20,http://localhost:8080/health,22,0,0
1778744114723,22,HTTP Request,200,,Baseline 1-5,text,true,,265,122,20,20,http://localhost:8080/health,22,0,0
1778744114723,25,HTTP Request,200,,Baseline 1-3,text,true,,265,122,20,20,http://localhost:8080/health,25,0,0
1778744115345,31,HTTP Request,200,,Baseline 1-7,text,true,,265,122,20,20,http://localhost:8080/health,31,0,0
1778744115345,31,HTTP Request,200,,Baseline 1-6,text,true,,265,122,20,20,http://localhost:8080/health,31,0,0
1778744115344,45,HTTP Request,200,,Baseline 1-9,text,true,,265,122,20,20,http://localhost:8080/health,45,0,0
1778744115742,22,HTTP Request,200,,Baseline 1-1,text,true,,265,122,20,20,http://localhost:8080/health,22,0,0
1778744115746,20,HTTP Request,200,,Baseline 1-5,text,true,,265,122,20,20,http://localhost:8080/health,20,0,0
1778744115745,21,HTTP Request,200,,Baseline 1-2,text,true,,265,122,20,20,http://localhost:8080/health,21,0,0
1778744115742,25,HTTP Request,200,,Baseline 1-8,text,true,,265,122,20,20,http://localhost:8080/health,25,0,0
1778744115744,23,HTTP Request,200,,Baseline 1-13,text,true,,265,122,20,20,http://localhost:8080/health,23,0,0
1778744115744,24,HTTP Request,200,,Baseline 1-4,text,true,,265,122,20,20,http://localhost:8080/health,24,0,0
1778744115744,24,HTTP Request,200,,Baseline 1-14,text,true,,265,122,20,20,http://localhost:8080/health,24,0,0
1778744115743,25,HTTP Request,200,,Baseline 1-15,text,true,,265,122,20,20,http://localhost:8080/health,25,0,0
1778744115744,24,HTTP Request,200,,Baseline 1-18,text,true,,265,122,20,20,http://localhost:8080/health,24,0,0
1778744115742,27,HTTP Request,200,,Baseline 1-17,text,true,,265,122,20,20,http://localhost:8080/health,27,0,0
1778744115744,25,HTTP Request,200,,Baseline 1-11,text,true,,265,122,20,20,http://localhost:8080/health,25,0,0
1778744115745,24,HTTP Request,200,,Baseline 1-20,text,true,,265,122,20,20,http://localhost:8080/health,24,0,0
1778744115744,25,HTTP Request,200,,Baseline 1-16,text,true,,265,122,20,20,http://localhost:8080/health,25,0,0
1778744115744,26,HTTP Request,200,,Baseline 1-19,text,true,,265,122,20,20,http://localhost:8080/health,26,0,1
1778744115743,27,HTTP Request,200,,Baseline 1-10,text,true,,265,122,20,20,http://localhost:8080/health,27,0,0
1778744115748,22,HTTP Request,200,,Baseline 1-3,text,true,,265,122,20,20,http://localhost:8080/health,19,0,0
1778744115744,26,HTTP Request,200,,Baseline 1-12,text,true,,265,122,20,20,http://localhost:8080/health,26,0,0
1778744116390,25,HTTP Request,200,,Baseline 1-9,text,true,,265,122,20,20,http://localhost:8080/health,25,0,0
1778744116377,38,HTTP Request,200,,Baseline 1-7,text,true,,265,122,20,20,http://localhost:8080/health,38,0,0
1778744116377,38,HTTP Request,200,,Baseline 1-6,text,true,,265,122,20,20,http://localhost:8080/health,38,0,0
1778744116765,22,HTTP Request,200,,Baseline 1-1,text,true,,265,122,20,20,http://localhost:8080/health,22,0,0
1778744116769,18,HTTP Request,200,,Baseline 1-14,text,true,,265,122,20,20,http://localhost:8080/health,18,0,0
1778744116767,21,HTTP Request,200,,Baseline 1-2,text,true,,265,122,20,20,http://localhost:8080/health,21,0,0
1778744116769,19,HTTP Request,200,,Baseline 1-4,text,true,,265,122,20,20,http://localhost:8080/health,19,0,0
1778744116770,20,HTTP Request,200,,Baseline 1-20,text,true,,265,122,20,20,http://localhost:8080/health,20,0,0
1778744116770,20,HTTP Request,200,,Baseline 1-11,text,true,,265,122,20,20,http://localhost:8080/health,20,0,0
1778744116770,20,HTTP Request,200,,Baseline 1-17,text,true,,265,122,20,20,http://localhost:8080/health,20,0,0
1778744116770,20,HTTP Request,200,,Baseline 1-16,text,true,,265,122,20,20,http://localhost:8080/health,20,0,0
1778744116771,19,HTTP Request,200,,Baseline 1-3,text,true,,265,122,20,20,http://localhost:8080/health,19,0,0
1778744116769,21,HTTP Request,200,,Baseline 1-15,text,true,,265,122,20,20,http://localhost:8080/health,21,0,0
1778744116771,19,HTTP Request,200,,Baseline 1-10,text,true,,265,122,20,20,http://localhost:8080/health,19,0,0
1778744116766,24,HTTP Request,200,,Baseline 1-5,text,true,,265,122,20,20,http://localhost:8080/health,24,0,0
1778744116771,20,HTTP Request,200,,Baseline 1-19,text,true,,265,122,20,20,http://localhost:8080/health,20,0,0
1778744116769,22,HTTP Request,200,,Baseline 1-13,text,true,,265,122,20,20,http://localhost:8080/health,22,0,0
1778744116769,22,HTTP Request,200,,Baseline 1-18,text,true,,265,122,20,20,http://localhost:8080/health,22,0,0
1778744116771,20,HTTP Request,200,,Baseline 1-12,text,true,,265,122,20,20,http://localhost:8080/health,20,0,0
1778744116768,25,HTTP Request,200,,Baseline 1-8,text,true,,265,122,20,20,http://localhost:8080/health,19,0,0
1778744117416,18,HTTP Request,200,,Baseline 1-9,text,true,,265,122,20,20,http://localhost:8080/health,18,0,0
1778744117416,18,HTTP Request,200,,Baseline 1-7,text,true,,265,122,20,20,http://localhost:8080/health,18,0,0
1778744117416,18,HTTP Request,200,,Baseline 1-6,text,true,,265,122,20,20,http://localhost:8080/health,18,0,0
1778744117791,18,HTTP Request,200,,Baseline 1-15,text,true,,265,122,20,20,http://localhost:8080/health,18,0,0
1778744117791,18,HTTP Request,200,,Baseline 1-3,text,true,,265,122,20,20,http://localhost:8080/health,18,0,0
1778744117791,21,HTTP Request,200,,Baseline 1-10,text,true,,265,122,20,20,http://localhost:8080/health,21,0,0
1778744117788,24,HTTP Request,200,,Baseline 1-4,text,true,,265,122,20,20,http://localhost:8080/health,24,0,0
1778744117788,26,HTTP Request,200,,Baseline 1-1,text,true,,265,122,20,20,http://localhost:8080/health,26,0,0
1778744117788,27,HTTP Request,200,,Baseline 1-2,text,true,,265,122,20,20,http://localhost:8080/health,27,0,0
1778744117791,24,HTTP Request,200,,Baseline 1-5,text,true,,265,122,20,20,http://localhost:8080/health,24,0,0
1778744117791,24,HTTP Request,200,,Baseline 1-12,text,true,,265,122,20,20,http://localhost:8080/health,20,0,0
1778744117791,24,HTTP Request,200,,Baseline 1-18,text,true,,265,122,20,20,http://localhost:8080/health,24,0,0
1778744117790,25,HTTP Request,200,,Baseline 1-17,text,true,,265,122,20,20,http://localhost:8080/health,25,0,0
1778744117790,25,HTTP Request,200,,Baseline 1-11,text,true,,265,122,20,20,http://localhost:8080/health,25,0,0
1778744117791,24,HTTP Request,200,,Baseline 1-13,text,true,,265,122,20,20,http://localhost:8080/health,24,0,0
1778744117791,24,HTTP Request,200,,Baseline 1-19,text,true,,265,122,20,20,http://localhost:8080/health,24,0,0
1778744117791,24,HTTP Request,200,,Baseline 1-16,text,true,,265,122,20,20,http://localhost:8080/health,24,0,0
1778744117788,27,HTTP Request,200,,Baseline 1-14,text,true,,265,122,20,20,http://localhost:8080/health,27,0,0
1778744117790,25,HTTP Request,200,,Baseline 1-20,text,true,,265,122,20,20,http://localhost:8080/health,24,0,0
1778744117793,23,HTTP Request,200,,Baseline 1-8,text,true,,265,122,20,20,http://localhost:8080/health,23,0,0
1778744118434,31,HTTP Request,200,,Baseline 1-9,text,true,,265,122,20,20,http://localhost:8080/health,31,0,0
1778744118434,31,HTTP Request,200,,Baseline 1-7,text,true,,265,122,20,20,http://localhost:8080/health,31,0,0
1778744118434,37,HTTP Request,200,,Baseline 1-6,text,true,,265,122,20,20,http://localhost:8080/health,37,0,0
1778744118810,29,HTTP Request,200,,Baseline 1-15,text,true,,265,122,20,20,http://localhost:8080/health,29,0,0
1778744118812,28,HTTP Request,200,,Baseline 1-4,text,true,,265,122,20,20,http://localhost:8080/health,28,0,0
1778744118815,25,HTTP Request,200,,Baseline 1-12,text,true,,265,122,20,20,http://localhost:8080/health,25,0,0
1778744118812,28,HTTP Request,200,,Baseline 1-10,text,true,,265,122,20,20,http://localhost:8080/health,28,0,0
1778744118815,28,HTTP Request,200,,Baseline 1-18,text,true,,265,122,20,20,http://localhost:8080/health,28,0,0
1778744118816,27,HTTP Request,200,,Baseline 1-19,text,true,,265,122,20,20,http://localhost:8080/health,27,0,0
1778744118815,29,HTTP Request,200,,Baseline 1-17,text,true,,265,122,20,20,http://localhost:8080/health,29,0,0
1778744118817,27,HTTP Request,200,,Baseline 1-13,text,true,,265,122,20,20,http://localhost:8080/health,27,0,0
1778744118816,28,HTTP Request,200,,Baseline 1-11,text,true,,265,122,20,20,http://localhost:8080/health,28,0,0
1778744118817,27,HTTP Request,200,,Baseline 1-16,text,true,,265,122,20,20,http://localhost:8080/health,27,0,0
1778744118816,28,HTTP Request,200,,Baseline 1-14,text,true,,265,122,20,20,http://localhost:8080/health,28,0,0
1778744118815,33,HTTP Request,200,,Baseline 1-5,text,true,,265,122,20,20,http://localhost:8080/health,33,0,0
1778744118816,32,HTTP Request,200,,Baseline 1-20,text,true,,265,122,20,20,http://localhost:8080/health,32,0,1
1778744118810,38,HTTP Request,200,,Baseline 1-3,text,true,,265,122,20,20,http://localhost:8080/health,38,0,0
1778744118815,33,HTTP Request,200,,Baseline 1-2,text,true,,265,122,20,20,http://localhost:8080/health,33,0,0
1778744118815,33,HTTP Request,200,,Baseline 1-1,text,true,,265,122,20,20,http://localhost:8080/health,33,0,0
1778744118817,31,HTTP Request,200,,Baseline 1-8,text,true,,265,122,20,20,http://localhost:8080/health,31,0,0
1778744119465,29,HTTP Request,200,,Baseline 1-9,text,true,,265,122,20,20,http://localhost:8080/health,29,0,0
1778744119465,29,HTTP Request,200,,Baseline 1-7,text,true,,265,122,20,20,http://localhost:8080/health,29,0,0
1778744119472,24,HTTP Request,200,,Baseline 1-6,text,true,,265,122,20,20,http://localhost:8080/health,24,0,0
1778744119850,21,HTTP Request,200,,Baseline 1-5,text,true,,265,122,20,20,http://localhost:8080/health,21,0,0
1778744119845,26,HTTP Request,200,,Baseline 1-16,text,true,,265,122,20,20,http://localhost:8080/health,26,0,0
1778744119845,26,HTTP Request,200,,Baseline 1-13,text,true,,265,122,20,20,http://localhost:8080/health,26,0,0
1778744119845,26,HTTP Request,200,,Baseline 1-19,text,true,,265,122,20,20,http://localhost:8080/health,26,0,0
1778744119850,21,HTTP Request,200,,Baseline 1-20,text,true,,265,122,20,20,http://localhost:8080/health,21,0,0
1778744119846,25,HTTP Request,200,,Baseline 1-14,text,true,,265,122,20,20,http://localhost:8080/health,25,0,0
1778744119843,28,HTTP Request,200,,Baseline 1-18,text,true,,265,122,20,20,http://localhost:8080/health,28,0,0
1778744119845,26,HTTP Request,200,,Baseline 1-17,text,true,,265,122,20,20,http://localhost:8080/health,26,0,0
1778744119841,31,HTTP Request,200,,Baseline 1-12,text,true,,265,122,20,20,http://localhost:8080/health,31,0,0
1778744119850,22,HTTP Request,200,,Baseline 1-8,text,true,,265,122,20,20,http://localhost:8080/health,22,0,0
1778744119845,27,HTTP Request,200,,Baseline 1-11,text,true,,265,122,20,20,http://localhost:8080/health,27,0,0
1778744119841,31,HTTP Request,200,,Baseline 1-10,text,true,,265,122,20,20,http://localhost:8080/health,31,0,0
1778744119850,27,HTTP Request,200,,Baseline 1-3,text,true,,265,122,20,20,http://localhost:8080/health,27,0,0
1778744119841,36,HTTP Request,200,,Baseline 1-4,text,true,,265,122,20,20,http://localhost:8080/health,36,0,0
1778744119850,27,HTTP Request,200,,Baseline 1-2,text,true,,265,122,20,20,http://localhost:8080/health,27,0,0
1778744119841,36,HTTP Request,200,,Baseline 1-15,text,true,,265,122,20,20,http://localhost:8080/health,36,0,0
1778744119850,28,HTTP Request,200,,Baseline 1-1,text,true,,265,122,20,20,http://localhost:8080/health,28,0,0
1778744120495,27,HTTP Request,200,,Baseline 1-9,text,true,,265,122,20,20,http://localhost:8080/health,27,0,0
1778744120495,27,HTTP Request,200,,Baseline 1-7,text,true,,265,122,20,20,http://localhost:8080/health,27,0,0
1778744120497,30,HTTP Request,200,,Baseline 1-6,text,true,,265,122,20,20,http://localhost:8080/health,30,0,0
1778744120873,25,HTTP Request,200,,Baseline 1-17,text,true,,265,122,20,20,http://localhost:8080/health,25,0,0
1778744120873,25,HTTP Request,200,,Baseline 1-14,text,true,,265,122,20,20,http://localhost:8080/health,25,0,0
1778744120873,25,HTTP Request,200,,Baseline 1-18,text,true,,265,122,20,20,http://localhost:8080/health,25,0,0
1778744120873,25,HTTP Request,200,,Baseline 1-5,text,true,,265,122,20,20,http://localhost:8080/health,25,0,0
1778744120873,25,HTTP Request,200,,Baseline 1-20,text,true,,265,122,20,20,http://localhost:8080/health,25,0,0
1778744120878,20,HTTP Request,200,,Baseline 1-15,text,true,,265,122,20,20,http://localhost:8080/health,20,0,0
1778744120878,20,HTTP Request,200,,Baseline 1-1,text,true,,265,122,20,20,http://localhost:8080/health,20,0,0
1778744120878,20,HTTP Request,200,,Baseline 1-2,text,true,,265,122,20,20,http://localhost:8080/health,20,0,0
1778744120873,27,HTTP Request,200,,Baseline 1-11,text,true,,265,122,20,20,http://localhost:8080/health,27,0,0
1778744120873,27,HTTP Request,200,,Baseline 1-8,text,true,,265,122,20,20,http://localhost:8080/health,27,0,0
1778744120873,27,HTTP Request,200,,Baseline 1-13,text,true,,265,122,20,20,http://localhost:8080/health,27,0,0
1778744120873,27,HTTP Request,200,,Baseline 1-10,text,true,,265,122,20,20,http://localhost:8080/health,27,0,0
1778744120878,23,HTTP Request,200,,Baseline 1-4,text,true,,265,122,20,20,http://localhost:8080/health,23,0,0
1778744120873,29,HTTP Request,200,,Baseline 1-16,text,true,,265,122,20,20,http://localhost:8080/health,29,0,0
1778744120873,29,HTTP Request,200,,Baseline 1-19,text,true,,265,122,20,20,http://localhost:8080/health,29,0,0
1778744120878,25,HTTP Request,200,,Baseline 1-3,text,true,,265,122,20,20,http://localhost:8080/health,25,0,0
1778744120873,30,HTTP Request,200,,Baseline 1-12,text,true,,265,122,20,20,http://localhost:8080/health,30,0,0
1778744121527,23,HTTP Request,200,,Baseline 1-6,text,true,,265,122,20,20,http://localhost:8080/health,23,0,0
1778744121523,27,HTTP Request,200,,Baseline 1-7,text,true,,265,122,20,20,http://localhost:8080/health,27,0,0
1778744121523,27,HTTP Request,200,,Baseline 1-9,text,true,,265,122,20,20,http://localhost:8080/health,27,0,0
1778744121899,28,HTTP Request,200,,Baseline 1-5,text,true,,265,122,20,20,http://localhost:8080/health,28,0,0
1778744121899,30,HTTP Request,200,,Baseline 1-2,text,true,,265,122,20,20,http://localhost:8080/health,30,0,0
1778744121899,30,HTTP Request,200,,Baseline 1-20,text,true,,265,122,20,20,http://localhost:8080/health,30,0,0
1778744121903,26,HTTP Request,200,,Baseline 1-13,text,true,,265,122,20,20,http://localhost:8080/health,26,0,0
1778744121899,32,HTTP Request,200,,Baseline 1-14,text,true,,265,122,20,20,http://localhost:8080/health,32,0,0
1778744121903,28,HTTP Request,200,,Baseline 1-16,text,true,,265,122,20,20,http://localhost:8080/health,28,0,0
1778744121899,32,HTTP Request,200,,Baseline 1-18,text,true,,265,122,20,20,http://localhost:8080/health,32,0,0
1778744121903,28,HTTP Request,200,,Baseline 1-19,text,true,,265,122,20,20,http://localhost:8080/health,28,0,0
1778744121903,28,HTTP Request,200,,Baseline 1-4,text,true,,265,122,20,20,http://localhost:8080/health,28,0,0
1778744121899,32,HTTP Request,200,,Baseline 1-17,text,true,,265,122,20,20,http://localhost:8080/health,32,0,0
1778744121904,27,HTTP Request,200,,Baseline 1-11,text,true,,265,122,20,20,http://localhost:8080/health,27,0,0
1778744121903,28,HTTP Request,200,,Baseline 1-3,text,true,,265,122,20,20,http://localhost:8080/health,28,0,0
1778744121903,28,HTTP Request,200,,Baseline 1-12,text,true,,265,122,20,20,http://localhost:8080/health,28,0,0
1778744121899,32,HTTP Request,200,,Baseline 1-1,text,true,,265,122,20,20,http://localhost:8080/health,32,0,0
1778744121903,29,HTTP Request,200,,Baseline 1-10,text,true,,265,122,20,20,http://localhost:8080/health,28,0,0
1778744121899,34,HTTP Request,200,,Baseline 1-15,text,true,,265,122,20,20,http://localhost:8080/health,34,0,0
